business_id,owner_id,business_type,environment_type,location,month,monthly_income,monthly_expenses,transaction_count,digital_payment_pct,supplier_payment_amount,utility_payment_amount,rent_payment,savings_amount,net_cash_flow,payment_discipline_pct,supplier_reliability_pct,business_continuity_pct,demand_stability_pct,seasonal_factor,seasonally_adjusted_income,shock_type,shock_factor,adjusted_income,adjusted_expenses,adjusted_cash_flow,cash_flow_margin_pct,expense_burden_pct,operational_stability_pct,financial_health_pct,resilience_pct,economic_reputation_index
B227,O227,Artisan,Peri-Urban,Delhi,2025-06-01,30540.46,18193.33,45,51.53,5236.99,1066.88,5600.5,1568.88,5679.75,75.13,66.63,82.21,80.86,1.08,32983.7,Supply Disruption,0.85,28036.14,20012.66,1356.1,4.84,71.38,76.21,29.55,76.57,59.74
B227,O227,Artisan,Peri-Urban,Delhi,2025-07-01,28673.17,17382.19,47,46.74,5548.57,1005.02,6535.85,550.13,3750.11,89.75,72.34,80.43,80.46,1.03,29533.37,None,1.0,29533.37,17382.19,4610.31,15.61,58.86,80.74,41.8,77.74,68.31
B227,O227,Artisan,Peri-Urban,Delhi,2025-08-01,33347.47,20493.83,69,47.7,5683.31,977.21,6004.19,889.77,5872.24,79.06,82.33,77.75,73.35,1.0,33347.47,None,1.0,33347.47,20493.83,5872.24,17.61,61.46,78.12,39.25,77.81,64.64
B227,O227,Artisan,Peri-Urban,Delhi,2025-09-01,32116.71,19952.21,70,32.69,6332.33,1197.44,4987.64,551.44,5979.42,84.77,66.76,85.49,64.28,0.98,31474.38,None,1.0,31474.38,19952.21,5337.09,16.96,63.39,75.32,39.81,72.18,64.15
B227,O227,Artisan,Peri-Urban,Delhi,2025-10-01,34915.29,23026.33,64,35.89,6628.93,1398.35,6152.38,1425.19,4338.23,77.69,78.05,81.18,59.65,1.1,38406.82,None,1.0,38406.82,23026.33,7829.76,20.39,59.95,74.14,40.61,72.96,62.88
B227,O227,Artisan,Peri-Urban,Delhi,2025-11-01,34593.85,21652.76,75,52.13,6372.96,1216.96,5561.93,1212.31,6162.2,85.47,78.6,83.9,68.84,1.15,39782.93,None,1.0,39782.93,21652.76,11351.28,28.53,54.43,79.2,47.88,77.11,69.07
B227,O227,Artisan,Peri-Urban,Delhi,2025-12-01,34882.26,19380.12,74,48.32,5518.59,919.94,5219.51,1695.61,9362.69,80.04,67.22,88.46,61.56,1.2,41858.71,None,1.0,41858.71,19380.12,16339.14,39.03,46.3,74.32,53.68,72.41,67.86
B228,O228,Home Business,Semi-Urban,Mumbai,2024-01-01,22704.49,10737.03,44,43.68,2651.96,584.72,6540.56,429.29,4842.18,79.84,85.42,75.83,66.4,0.95,21569.27,None,1.0,21569.27,10737.03,3706.96,17.19,49.78,76.87,42.76,75.88,65.33
B228,O228,Home Business,Semi-Urban,Mumbai,2024-02-01,26602.4,13118.54,57,57.68,3430.75,768.44,7080.98,1189.98,5634.44,82.07,82.43,87.66,87.98,0.97,25804.33,None,1.0,25804.33,13118.54,4836.37,18.74,50.84,85.04,43.7,86.02,70.17
B228,O228,Home Business,Semi-Urban,Mumbai,2024-03-01,26663.18,12823.05,57,62.66,2852.28,721.36,6228.16,1417.51,6890.61,76.47,70.13,85.69,80.83,1.0,26663.18,None,1.0,26663.18,12823.05,6890.61,25.84,48.09,78.28,46.32,78.88,66.85
B228,O228,Home Business,Semi-Urban,Mumbai,2024-04-01,22447.34,11442.81,52,46.79,3369.19,574.1,5715.41,1220.91,4715.02,88.66,70.59,83.8,79.95,1.02,22896.29,None,1.0,22896.29,11442.81,5163.97,22.55,49.98,80.75,47.32,78.11,70.1
B228,O228,Home Business,Semi-Urban,Mumbai,2024-05-01,24203.46,12402.21,56,63.09,3654.45,611.56,6051.17,613.73,5138.52,84.93,79.19,86.79,51.58,1.05,25413.63,None,1.0,25413.63,12402.21,6348.69,24.98,48.8,75.62,47.83,72.52,67.14
B228,O228,Home Business,Semi-Urban,Mumbai,2024-06-01,21359.72,10421.67,34,55.41,2501.13,585.33,6543.81,984.11,3808.91,79.46,60.8,85.23,62.97,1.08,23068.5,Supply Disruption,0.85,19608.22,11463.84,1015.24,5.18,58.46,72.12,34.66,69.67,59.99
B228,O228,Home Business,Semi-Urban,Mumbai,2024-07-01,26674.06,14130.37,47,67.05,3814.19,792.67,6006.82,906.89,5744.2,85.19,73.01,90.04,74.37,1.03,27474.28,Operating Cost Increase,0.9,24726.85,16956.44,970.92,3.93,68.58,80.65,32.49,79.14,64.4
B228,O228,Home Business,Semi-Urban,Mumbai,2024-08-01,26662.56,14300.6,65,53.98,3233.11,728.82,6585.94,548.92,5047.2,82.37,74.69,91.04,71.92,1.0,26662.56,None,1.0,26662.56,14300.6,5047.2,18.93,53.64,80.01,43.02,79.22,67.38
B228,O228,Home Business,Semi-Urban,Mumbai,2024-09-01,28575.91,12993.59,64,43.44,2822.35,654.63,6296.03,1691.48,8631.66,86.56,76.1,87.57,70.34,0.98,28004.39,None,1.0,28004.39,12993.59,8060.14,28.78,46.4,80.14,50.67,78.0,70.68
B228,O228,Home Business,Semi-Urban,Mumbai,2024-10-01,24428.0,11341.38,54,59.23,3273.78,604.08,5885.75,407.05,6596.79,75.01,84.49,81.7,67.76,1.1,26870.8,None,1.0,26870.8,11341.38,9039.59,33.64,42.21,77.24,51.23,77.98,67.84
B228,O228,Home Business,Semi-Urban,Mumbai,2024-11-01,26128.67,13781.07,59,46.01,3664.04,702.33,6770.67,1235.88,4874.6,82.91,74.87,85.17,82.13,1.15,30047.97,Supply Disruption,0.85,25540.77,15159.18,2908.59,11.39,59.35,81.27,38.05,80.72,66.36
B228,O228,Home Business,Semi-Urban,Mumbai,2024-12-01,27469.34,14332.01,64,50.42,3627.96,812.88,6750.23,402.88,5574.22,76.3,80.84,74.18,66.41,1.2,32963.21,None,1.0,32963.21,14332.01,11068.09,33.58,43.48,74.43,51.14,73.81,66.53
B228,O228,Home Business,Semi-Urban,Mumbai,2025-01-01,23115.27,11848.11,47,40.46,3140.79,626.03,6661.82,597.51,3979.31,77.76,76.42,89.44,75.61,0.95,21959.51,None,1.0,21959.51,11848.11,2823.55,12.86,53.95,79.81,39.04,80.49,65.27
B228,O228,Home Business,Semi-Urban,Mumbai,2025-02-01,22735.09,11373.76,42,48.54,2692.11,609.16,5573.43,455.31,5178.74,80.52,75.49,87.25,61.14,0.97,22053.04,None,1.0,22053.04,11373.76,4496.69,20.39,51.57,76.1,43.83,74.63,65.4
B228,O228,Home Business,Semi-Urban,Mumbai,2025-03-01,23192.79,11536.61,51,65.75,2908.85,615.37,5884.57,831.75,5156.24,85.41,75.85,86.84,80.08,1.0,23192.79,Operating Cost Increase,0.9,20873.51,13843.93,529.64,2.54,66.32,82.04,32.6,80.92,65.19
B228,O228,Home Business,Semi-Urban,Mumbai,2025-04-01,24126.76,12387.04,48,56.18,3157.07,613.91,6843.53,1182.39,4282.28,85.18,69.63,82.87,66.86,1.02,24609.3,Supply Disruption,0.85,20917.9,13625.74,-165.28,-0.79,65.14,76.14,31.75,73.12,61.81
B228,O228,Home Business,Semi-Urban,Mumbai,2025-05-01,22823.61,11512.5,58,53.14,2546.38,679.53,6354.64,389.22,4276.94,63.66,71.6,95.95,61.82,1.05,23964.79,None,1.0,23964.79,11512.5,5418.12,22.61,48.04,73.26,41.68,76.46,60.93
B228,O228,Home Business,Semi-Urban,Mumbai,2025-06-01,23300.43,12411.98,59,47.99,3390.34,615.45,6886.71,286.13,3386.29,80.66,77.8,95.75,62.43,1.08,25164.46,None,1.0,25164.46,12411.98,5250.32,20.86,49.32,79.16,44.76,78.66,67.32
B228,O228,Home Business,Semi-Urban,Mumbai,2025-07-01,27202.29,13137.86,62,56.66,3167.42,645.32,6006.52,721.84,7412.59,82.0,76.98,91.72,77.38,1.03,28018.36,None,1.0,28018.36,13137.86,8228.66,29.37,46.89,82.02,49.65,82.03,70.69
B228,O228,Home Business,Semi-Urban,Mumbai,2025-08-01,24759.13,12390.7,39,53.23,2807.51,604.03,5952.48,1525.04,5811.92,78.57,80.39,80.2,86.06,1.0,24759.13,None,1.0,24759.13,12390.7,5811.92,23.47,50.04,81.3,45.19,82.22,68.3
B228,O228,Home Business,Semi-Urban,Mumbai,2025-09-01,25766.75,13456.9,43,74.11,3819.59,793.54,6227.33,646.16,5288.98,76.26,66.82,83.23,62.62,0.98,25251.42,None,1.0,25251.42,13456.9,4773.65,18.9,53.29,72.23,41.58,70.89,62.04
B228,O228,Home Business,Semi-Urban,Mumbai,2025-10-01,23623.21,11908.71,37,55.18,3272.22,495.85,6491.83,895.18,4726.82,87.21,83.64,90.98,73.76,1.1,25985.53,None,1.0,25985.53,11908.71,7089.14,27.28,45.83,83.9,50.33,82.79,72.59
B228,O228,Home Business,Semi-Urban,Mumbai,2025-11-01,23459.09,12124.34,48,58.63,2981.13,569.31,6733.53,495.64,4031.91,75.54,72.82,84.99,74.15,1.15,26977.95,None,1.0,26977.95,12124.34,7550.77,27.99,44.94,76.88,48.0,77.32,66.59
B228,O228,Home Business,Semi-Urban,Mumbai,2025-12-01,25713.89,13280.34,59,49.92,2988.29,711.69,6578.99,1135.32,5142.87,79.78,96.75,93.26,52.7,1.2,30856.67,None,1.0,30856.67,13280.34,10285.65,33.33,43.04,80.62,52.03,80.9,70.5
B229,O229,Artisan,Semi-Urban,Kochi,2024-01-01,32403.4,19029.05,62,39.86,5953.01,1182.43,6753.81,1166.75,5438.11,70.34,72.94,75.04,69.92,0.95,30783.23,Operating Cost Increase,0.9,27704.91,22834.86,-3066.19,-11.07,82.42,72.06,22.86,72.63,54.61
B229,O229,Artisan,Semi-Urban,Kochi,2024-02-01,34489.56,19637.66,64,43.7,5927.89,1207.8,6757.45,1958.25,6886.65,71.1,79.84,72.9,61.31,0.97,33454.87,None,1.0,33454.87,19637.66,5851.96,17.49,58.7,71.29,38.04,71.35,59.63
B229,O229,Artisan,Semi-Urban,Kochi,2024-03-01,36165.1,20887.75,73,32.62,7369.38,1308.87,6166.07,1054.81,7802.41,81.49,73.38,93.67,68.06,1.0,36165.1,None,1.0,36165.1,20887.75,7802.41,21.57,57.76,79.15,42.75,78.37,66.72
B229,O229,Artisan,Semi-Urban,Kochi,2024-04-01,29787.48,16904.01,53,44.75,5618.59,1131.3,7138.91,646.34,4613.26,83.6,64.15,93.14,64.68,1.02,30383.23,None,1.0,30383.23,16904.01,5209.01,17.14,55.64,76.39,41.92,73.99,65.29
B229,O229,Artisan,Semi-Urban,Kochi,2024-05-01,34755.79,18918.29,72,41.04,5471.62,1161.9,6194.69,1984.82,8480.91,80.09,64.55,80.9,79.71,1.05,36493.58,None,1.0,36493.58,18918.29,10218.7,28.0,51.84,76.31,47.07,75.05,66.58
B229,O229,Artisan,Semi-Urban,Kochi,2024-06-01,28544.62,18061.69,55,21.79,6055.04,1104.71,5990.89,366.72,3387.33,77.61,69.73,90.94,75.22,1.08,30828.19,None,1.0,30828.19,18061.69,5670.9,18.4,58.59,78.38,40.11,78.63,64.88
B229,O229,Artisan,Semi-Urban,Kochi,2024-07-01,38636.09,20995.6,72,46.59,6985.08,1428.34,6654.43,2149.12,9557.72,80.91,68.59,89.07,72.2,1.03,39795.17,None,1.0,39795.17,20995.6,10716.8,26.93,52.76,77.69,46.52,76.62,67.21
B229,O229,Artisan,Semi-Urban,Kochi,2024-08-01,29483.83,19336.79,60,43.91,4993.47,1187.79,6356.01,774.97,2603.24,82.19,70.73,86.46,55.54,1.0,29483.83,Supply Disruption,0.85,25061.26,21270.47,-3753.01,-14.98,84.87,73.73,25.09,70.91,57.83
B229,O229,Artisan,Semi-Urban,Kochi,2024-09-01,34210.02,19984.34,76,41.9,6280.19,1287.43,7169.26,1564.25,5768.99,83.9,76.8,89.82,74.57,0.98,33525.82,None,1.0,33525.82,19984.34,5084.79,15.17,59.61,81.27,39.92,80.4,67.15
B229,O229,Artisan,Semi-Urban,Kochi,2024-10-01,28520.83,16874.33,45,34.92,5557.64,750.63,6330.59,999.21,4565.28,89.96,73.04,78.2,74.24,1.1,31372.91,None,1.0,31372.91,16874.33,7417.36,23.64,53.79,78.86,46.99,75.16,69.19
B229,O229,Artisan,Semi-Urban,Kochi,2024-11-01,31513.31,17475.81,64,59.72,5075.25,1003.42,6109.08,661.28,6925.0,77.34,73.31,79.02,71.8,1.15,36240.31,None,1.0,36240.31,17475.81,11652.0,32.15,48.22,75.37,49.34,74.71,66.52
B229,O229,Artisan,Semi-Urban,Kochi,2024-12-01,36946.35,22594.06,57,35.3,6113.84,1261.89,6269.9,947.18,6820.5,78.18,83.82,83.2,76.18,1.2,44335.62,None,1.0,44335.62,22594.06,14209.77,32.05,50.96,80.34,48.68,81.07,68.97
B229,O229,Artisan,Semi-Urban,Kochi,2025-01-01,29383.35,17400.03,57,16.08,6481.47,968.12,6644.47,326.59,4370.73,86.24,89.01,88.83,76.63,0.95,27914.18,None,1.0,27914.18,17400.03,2901.56,10.39,62.33,85.18,37.54,84.82,68.65
B229,O229,Artisan,Semi-Urban,Kochi,2025-02-01,39053.4,23503.62,84,44.14,7955.07,1361.51,6679.1,1779.07,7509.17,77.78,86.79,86.92,75.28,0.97,37881.8,None,1.0,37881.8,23503.62,6337.57,16.73,62.04,81.69,38.36,83.0,66.0
B229,O229,Artisan,Semi-Urban,Kochi,2025-03-01,31983.12,18434.63,72,38.92,5660.41,1064.7,5963.42,1427.73,6520.37,67.25,73.66,83.01,86.9,1.0,31983.12,Supply Disruption,0.85,27185.65,20278.09,-120.56,-0.44,74.59,77.71,24.44,81.19,57.67
B229,O229,Artisan,Semi-Urban,Kochi,2025-04-01,35122.28,21579.99,66,28.46,5384.81,1409.94,6579.96,1065.05,5552.39,82.38,72.81,82.05,56.29,1.02,35824.73,None,1.0,35824.73,21579.99,6254.84,17.46,60.24,73.38,40.38,70.38,63.03
B229,O229,Artisan,Semi-Urban,Kochi,2025-05-01,33289.42,19150.82,62,37.98,5574.2,1062.9,6264.78,1934.88,6810.92,90.44,73.81,85.7,72.41,1.05,34953.89,None,1.0,34953.89,19150.82,8475.39,24.25,54.79,80.59,47.09,77.31,70.18
B229,O229,Artisan,Semi-Urban,Kochi,2025-06-01,33462.53,20156.59,65,39.46,7019.31,1324.67,6412.99,785.52,5568.28,76.63,74.36,88.62,89.67,1.08,36139.53,None,1.0,36139.53,20156.59,8245.28,22.82,55.77,82.32,42.7,84.22,67.69
B229,O229,Artisan,Semi-Urban,Kochi,2025-07-01,27436.44,16842.12,46,33.95,5612.85,1088.69,6372.44,962.96,3133.19,59.43,72.11,90.86,77.39,1.03,28259.53,None,1.0,28259.53,16842.12,3956.28,14.0,59.6,74.95,33.28,80.12,58.3
B229,O229,Artisan,Semi-Urban,Kochi,2025-08-01,30486.87,19619.5,62,40.88,5780.57,1053.36,6695.56,360.24,3118.45,69.42,92.27,74.66,67.98,1.0,30486.87,Operating Cost Increase,0.9,27438.18,23543.4,-3854.14,-14.05,85.81,76.08,21.61,78.3,56.13
B229,O229,Artisan,Semi-Urban,Kochi,2025-09-01,35827.12,22362.47,64,42.84,6463.82,1148.14,6863.1,1591.06,5453.41,73.35,83.68,78.48,79.43,0.98,35110.58,None,1.0,35110.58,22362.47,4736.87,13.49,63.69,78.74,35.3,80.53,62.82
B229,O229,Artisan,Semi-Urban,Kochi,2025-10-01,30898.17,18622.22,66,39.63,6261.77,1084.7,6519.13,620.37,4672.12,74.1,73.34,81.26,65.58,1.1,33987.99,None,1.0,33987.99,18622.22,7761.94,22.84,54.79,73.57,42.37,73.39,62.72
B229,O229,Artisan,Semi-Urban,Kochi,2025-11-01,32444.26,19458.8,59,32.62,5748.03,1302.7,7255.17,1210.52,4427.59,88.46,75.88,91.14,76.37,1.15,37310.9,None,1.0,37310.9,19458.8,9294.23,24.91,52.15,82.96,47.68,81.13,71.35
B229,O229,Artisan,Semi-Urban,Kochi,2025-12-01,27048.25,16483.27,52,43.75,4916.47,1019.58,7255.62,239.78,2289.78,86.79,81.3,83.01,64.01,1.2,32457.9,None,1.0,32457.9,16483.27,7699.43,23.72,50.78,78.78,47.14,76.11,68.77
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-01-01,42580.9,31833.55,89,52.06,14881.11,3010.14,6767.18,524.73,970.03,94.5,70.44,75.39,77.93,0.95,40451.85,None,1.0,40451.85,31833.55,-1159.02,-2.87,78.69,79.56,30.02,74.59,64.22
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-02-01,50053.68,34697.45,105,68.25,16418.64,2382.67,6959.78,2041.86,6013.78,91.63,86.46,89.9,83.44,0.97,48552.07,None,1.0,48552.07,34697.45,4512.17,9.29,71.46,87.86,35.65,86.6,70.09
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-03-01,39228.17,29519.81,83,67.47,12171.74,2062.45,5950.56,421.81,1695.35,84.35,77.47,83.5,65.63,1.0,39228.17,None,1.0,39228.17,29519.81,1695.35,4.32,75.25,77.74,30.46,75.53,62.07
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-04-01,48226.86,33096.56,99,63.27,15695.59,2349.73,6479.29,1783.04,6301.28,81.46,75.45,84.01,83.63,1.02,49191.4,Demand Drop,0.75,36893.55,33096.56,-5032.03,-13.64,89.71,81.14,23.45,81.03,60.99
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-05-01,45800.0,33728.37,83,60.91,14032.63,2889.94,5800.58,921.14,3381.11,72.9,58.44,79.03,89.1,1.05,48090.0,None,1.0,48090.0,33728.37,5671.11,11.79,70.14,74.87,32.49,75.52,59.77
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-06-01,43938.2,32491.92,88,55.18,16205.08,2777.09,6492.67,847.39,2176.52,70.23,74.67,86.25,78.17,1.08,47453.26,None,1.0,47453.26,32491.92,5691.58,11.99,68.47,77.33,32.41,79.7,60.66
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-07-01,43740.34,30435.56,86,60.74,13385.91,2557.42,6280.04,1192.16,4467.32,79.0,83.58,83.17,73.09,1.03,45052.55,None,1.0,45052.55,30435.56,5779.53,12.83,67.56,79.71,35.26,79.95,64.06
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-08-01,42790.37,28433.1,82,58.49,13150.21,2340.43,6496.25,1289.57,5520.59,70.33,74.51,78.13,85.78,1.0,42790.37,None,1.0,42790.37,28433.1,5520.59,12.9,66.45,77.19,33.45,79.47,60.96
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-09-01,43191.13,30686.24,87,56.93,10696.16,2819.66,6248.32,917.68,3436.91,92.46,89.8,94.72,84.98,0.98,42327.31,Supply Disruption,0.85,35978.21,33754.86,-6844.63,-19.02,93.82,90.49,24.97,89.83,67.82
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-10-01,49183.83,30755.86,91,55.37,14830.51,2453.75,6416.52,1058.47,9557.7,80.14,78.36,87.87,82.03,1.1,54102.21,Demand Drop,0.75,40576.66,30755.86,950.53,2.34,75.8,82.1,28.35,82.75,63.03
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-11-01,43055.8,30723.71,86,75.51,14968.8,2739.71,6730.82,293.78,2861.56,82.42,67.9,88.99,83.77,1.15,49514.17,None,1.0,49514.17,30723.71,9319.93,18.82,62.05,80.77,40.46,80.22,66.88
B230,O230,Retail Shop,Semi-Urban,Jaipur,2024-12-01,53134.16,35868.92,104,71.11,15543.66,3523.48,6080.32,2074.5,7661.44,88.17,69.63,78.41,70.92,1.2,63760.99,None,1.0,63760.99,35868.92,18288.27,28.68,56.26,76.78,48.07,72.99,68.25
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-01-01,46347.9,38565.02,89,84.54,15526.81,2882.73,6527.8,239.96,-1627.65,83.72,70.97,84.62,80.58,0.95,44030.5,None,1.0,44030.5,38565.02,-3945.05,-8.96,87.59,79.97,24.65,78.72,61.11
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-02-01,42406.82,32149.16,76,66.89,12907.16,2453.87,6704.53,727.58,1099.26,70.32,87.97,90.88,76.31,0.97,41134.62,Demand Drop,0.75,30850.97,32149.16,-10456.59,-33.89,104.21,81.37,17.58,85.05,57.57
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-03-01,49380.15,35682.06,90,70.76,16131.85,2309.44,6284.99,1750.75,5103.66,78.56,81.26,75.01,80.26,1.0,49380.15,None,1.0,49380.15,35682.06,5103.66,10.34,72.26,78.77,32.61,78.84,62.59
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-04-01,47807.53,36714.59,106,64.43,15120.57,3140.89,5924.83,426.43,2027.22,74.56,97.18,89.76,69.57,1.02,48763.68,None,1.0,48763.68,36714.59,2983.37,6.12,75.29,82.77,28.81,85.5,62.79
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-05-01,37556.21,27993.7,76,77.1,12587.67,2167.94,6545.51,688.17,849.06,86.38,74.67,90.97,83.9,1.05,39434.02,None,1.0,39434.02,27993.7,2726.87,6.92,70.99,83.98,33.41,83.18,66.6
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-06-01,40344.88,27358.37,95,64.59,12482.0,2172.11,6945.99,586.98,3868.41,82.34,78.98,90.28,85.35,1.08,43572.47,None,1.0,43572.47,27358.37,7096.0,16.29,62.79,84.24,39.08,84.87,68.18
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-07-01,44480.61,31024.53,104,72.8,14280.34,2982.98,6734.13,1064.99,3738.97,80.1,67.49,89.81,72.26,1.03,45815.03,Supply Disruption,0.85,38942.78,34126.98,-4901.31,-12.59,87.63,77.41,23.74,76.52,58.99
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-08-01,37873.76,28672.74,86,66.49,14447.15,2437.97,6165.44,309.24,597.61,81.88,85.5,85.79,83.66,1.0,37873.76,None,1.0,37873.76,28672.74,597.61,1.58,75.71,84.21,28.47,84.98,64.39
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-09-01,54407.38,37291.94,99,79.72,18615.61,2732.36,6253.82,844.79,8129.26,80.36,90.31,82.5,83.02,0.98,53319.23,Operating Cost Increase,0.9,47987.31,44750.33,-5749.2,-11.98,93.25,84.05,22.12,85.28,61.88
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-10-01,48700.04,35757.1,109,61.14,16366.12,2752.49,6224.26,405.03,3966.19,75.7,63.55,76.09,78.84,1.1,53570.04,None,1.0,53570.04,35757.1,8836.19,16.49,66.75,73.54,36.32,72.83,60.8
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-11-01,44940.0,33448.45,89,74.18,15928.07,2484.41,5782.57,677.79,3224.57,78.47,70.41,96.54,64.43,1.15,51681.0,None,1.0,51681.0,33448.45,9965.57,19.28,64.72,77.46,38.88,77.13,64.09
B230,O230,Retail Shop,Semi-Urban,Jaipur,2025-12-01,43457.82,30881.86,85,64.13,14404.98,2567.62,7490.66,1242.16,2517.68,75.38,72.98,89.25,84.61,1.2,52149.38,None,1.0,52149.38,30881.86,11209.24,21.49,59.22,80.56,40.75,82.28,65.93
B231,O231,Food Vendor,Urban,Lucknow,2024-01-01,28201.01,18470.27,53,38.31,7255.1,1317.73,9156.01,83.05,-743.0,80.71,78.72,73.79,74.18,0.95,26790.96,None,1.0,26790.96,18470.27,-2153.05,-8.04,68.94,76.85,29.5,75.56,60.79
B231,O231,Food Vendor,Urban,Lucknow,2024-02-01,24107.9,16321.85,45,44.59,5807.91,1293.5,9636.75,0.0,-3144.2,83.34,69.77,81.42,72.76,0.97,23384.66,None,1.0,23384.66,16321.85,-3867.44,-16.54,69.8,76.82,29.9,74.65,61.27
B231,O231,Food Vendor,Urban,Lucknow,2024-03-01,24801.38,16752.91,53,27.01,6327.53,1214.82,8923.23,0.0,-2089.58,69.09,57.46,79.1,86.56,1.0,24801.38,None,1.0,24801.38,16752.91,-2089.58,-8.43,67.55,73.05,27.01,74.37,56.41
B231,O231,Food Vendor,Urban,Lucknow,2024-04-01,35703.36,23727.23,90,52.48,9814.66,1621.63,8036.21,356.01,2318.29,89.35,80.28,85.4,77.46,1.02,36417.43,Demand Drop,0.75,27313.07,23727.23,-6072.0,-22.23,86.87,83.12,26.28,81.05,64.06
B231,O231,Food Vendor,Urban,Lucknow,2024-05-01,34720.8,22553.9,56,50.33,8204.23,1625.39,9487.25,165.29,1054.26,86.59,71.69,80.42,77.85,1.05,36456.84,None,1.0,36456.84,22553.9,2790.3,7.65,61.86,79.14,36.53,76.65,65.22
B231,O231,Food Vendor,Urban,Lucknow,2024-06-01,28272.67,18916.93,72,60.19,6404.83,1185.74,10103.54,0.0,-1933.54,69.46,74.84,75.79,65.6,1.08,30534.48,None,1.0,30534.48,18916.93,328.27,1.08,61.95,71.42,29.27,72.08,56.41
B231,O231,Food Vendor,Urban,Lucknow,2024-07-01,32724.0,19120.64,78,37.3,6496.77,1282.62,8284.48,740.63,4036.26,77.71,83.09,89.33,57.94,1.03,33705.72,None,1.0,33705.72,19120.64,5017.98,14.89,56.73,77.02,39.11,76.79,63.84
B231,O231,Food Vendor,Urban,Lucknow,2024-08-01,31519.26,21999.07,62,39.05,7290.16,1556.25,7873.48,404.17,90.46,71.31,87.88,83.65,68.38,1.0,31519.26,None,1.0,31519.26,21999.07,90.46,0.29,69.8,77.81,27.02,79.97,59.17
B231,O231,Food Vendor,Urban,Lucknow,2024-09-01,31872.86,20580.05,60,34.9,7683.74,1665.98,9171.95,409.22,454.88,72.93,78.15,91.34,81.12,0.98,31235.4,Supply Disruption,0.85,26550.09,22638.06,-6925.9,-26.09,85.27,80.89,22.65,83.54,59.44
B231,O231,Food Vendor,Urban,Lucknow,2024-10-01,25724.47,16106.44,41,47.92,5833.62,1227.09,10499.33,0.0,-2108.39,61.28,74.53,78.77,74.81,1.1,28296.92,None,1.0,28296.92,16106.44,464.06,1.64,56.92,72.35,28.98,76.04,55.69
B231,O231,Food Vendor,Urban,Lucknow,2024-11-01,24575.47,16452.85,42,41.68,5627.01,1181.78,9063.92,0.0,-2123.08,60.21,77.44,89.02,85.32,1.15,28261.79,None,1.0,28261.79,16452.85,1563.24,5.53,58.22,78.0,30.08,83.93,58.86
B231,O231,Food Vendor,Urban,Lucknow,2024-12-01,33547.78,22429.09,62,38.4,8864.54,1650.53,8440.16,600.43,1028.0,76.77,65.25,79.58,63.92,1.2,40257.34,None,1.0,40257.34,22429.09,7737.56,19.22,55.71,71.38,41.13,69.58,61.51
B231,O231,Food Vendor,Urban,Lucknow,2025-01-01,24062.11,14876.79,47,48.2,5073.53,1163.82,9958.35,0.0,-1936.85,81.32,67.38,79.49,81.98,0.95,22859.0,None,1.0,22859.0,14876.79,-3139.96,-13.74,65.08,77.54,30.81,76.28,61.69
B231,O231,Food Vendor,Urban,Lucknow,2025-02-01,29555.42,19275.9,59,53.82,6837.81,1342.32,8862.4,153.2,74.8,72.58,76.14,80.21,59.48,0.97,28668.76,None,1.0,28668.76,19275.9,-811.86,-2.83,67.24,72.1,27.97,71.94,56.72
B231,O231,Food Vendor,Urban,Lucknow,2025-03-01,28896.89,18818.04,64,45.85,6213.44,1442.19,8630.46,217.96,6.2,75.8,69.96,85.02,73.39,1.0,28896.89,None,1.0,28896.89,18818.04,6.2,0.02,65.12,76.04,29.42,76.12,59.69
B231,O231,Food Vendor,Urban,Lucknow,2025-04-01,28619.55,18576.74,62,41.17,6483.16,1249.65,9410.47,100.13,-617.31,78.65,74.71,82.51,55.59,1.02,29191.94,None,1.0,29191.94,18576.74,-44.92,-0.15,63.64,72.87,30.57,70.94,58.84
